OC,B11,B12,B4,B8,bai,bsi,slope,LST_Day_1km,elevation
0.46,0.3104,0.229,0.1218,0.2182,39.21187377,0.78443646,2.2869,14968.7437,66
0.46,0.2535,0.2019,0.1508,0.2316,31.22345912,0.81361014,2.4278648,14976.30644,86
0.46,0.2004,0.123,0.0974,0.2232,37.53613159,0.63662624,2.323068,14978.0924,71
0.46,0.2979,0.28,0.171,0.2196,32.77274165,0.9027222,1.3690342,14973.9445,74
0.46,0.275,0.2143,0.1288,0.2426,29.26355508,0.7509302,2.0606582,14967.46307,74
0.46,0.20625,0.1462,0.10255,0.2618,24.55208471,0.60968137,1.7018635,14947.43379,64
0.14,0.284,0.2175,0.1453,0.2898,18.22817585,0.7151587,2.0735896,15046.64484,54
0.14,0.2509,0.17485,0.1274,0.2382,30.76355359,0.7317516,1.9389476,15046.92419,51
0.14,0.316,0.298,0.1692,0.2328,28.86129259,0.88018084,2.9395087,15008.3403,49
0.14,0.1956,0.1134,0.0896,0.272,22.1964909,0.5267255,1.2047727,14966.57943,77
0.14,0.2258,0.1574,0.10955,0.21605,40.91183534,0.7148213,1.7268479,14932.24724,64
0.14,0.227,0.17455,0.12645,0.2009,48.65608594,0.80170465,2.9396014,14956.87268,57
0.14,0.2368,0.1583,0.0956,0.2242,37.06312058,0.6637909,1.243818,14948.95112,71
0.56,0.26225,0.1906,0.1132,0.22065,38.48720159,0.7387234,1.5847843,15033.71036,54
0.56,0.2476,0.162,0.1116,0.2354,32.36275061,0.6884751,1.7388326,15031.84201,202
0.56,0.264,0.2211,0.1172,0.2202,38.52097815,0.7665987,2.10574,15044.79302,41
0.56,0.2097,0.1442,0.0789,0.2346,32.33068618,0.5889652,2.836887,15044.50066,44
0.56,0.19715,0.1472,0.10045,0.2299,34.64257636,0.65672237,1.5474811,15051.69671,45
0.56,0.2155,0.1863,0.1462,0.2166,37.51219092,0.82526684,3.2932868,15048.33613,47
0.56,0.2425,0.235,0.1576,0.1906,49.0818788,0.9224624,1.4453132,15052.00598,47
0.56,0.2226,0.2039,0.1304,0.2106,42.36476526,0.80651385,3.0196059,15052.98033,45
0.56,0.21275,0.1624,0.1188,0.2547,26.13591117,0.67417884,0.41986713,15054.36576,43
0.56,0.2462,0.2003,0.1404,0.2374,30.20881639,0.77838707,2.0763712,15049.03437,44
0.56,0.2239,0.2015,0.1438,0.193,51.00104481,0.87528515,3.413274,15050.34866,44
0.56,0.2241,0.182,0.1222,0.1838,63.21400563,0.831602,1.3686872,15052.33527,40
0.56,0.1756,0.1442,0.1078,0.1452,136.6142641,0.8707671,1.2323953,15052.50701,43
0.56,0.1801,0.1441,0.0987,0.2012,50.15264419,0.7031567,1.0643644,15052.87263,41
0.56,0.1668,0.1301,0.1078,0.1458,134.7258772,0.8622689,2.1835895,15050.0275,38
0.56,0.2324,0.1521,0.0911,0.2344,32.79272187,0.62923676,1.5253235,15048.73885,38
0.56,0.127,0.0796,0.0755,0.153,108.1168786,0.66681,2.0354764,15045.13007,37
0.56,0.2804,0.2035,0.1286,0.2416,29.58884301,0.74612445,1.1729549,14979.04708,52
0.56,0.26445,0.19095,0.1095,0.20395,48.04954114,0.7608255,1.1760241,14967.20634,55
0.56,0.2445,0.15695,0.0866,0.33945,12.77598303,0.49063253,2.3231888,15012.28926,105
0.56,0.2913,0.2205,0.13355,0.2528,26.11140724,0.7480457,2.71232,15018.22353,106
0.56,0.2149,0.13925,0.12325,0.2666,23.13522681,0.6467907,0.80304325,15021.86385,73
0.56,0.2789,0.2484,0.1356,0.2052,44.74192754,0.84656084,3.7642379,14976.63575,68
0.56,0.1842,0.0946,0.1011,0.254,26.5694486,0.5613884,9.165155,14967.25363,69
0.56,0.2021,0.1231,0.0953,0.2078,45.73115596,0.66001815,2.727954,14966.12058,62
0.56,0.257,0.2027,0.1292,0.2184,38.54574567,0.7881738,1.4474157,14977.16378,70
0.56,0.2401,0.1532,0.1072,0.236,32.22912021,0.66906476,1.3937728,14976.00552,84
0.56,0.1956,0.13135,0.1015,0.2021,49.51804523,0.6983056,2.1618066,14953.12913,55
0.56,0.1848,0.1273,0.0907,0.202,49.38151629,0.6620103,2.954337,14932.58099,64
0.56,0.3223,0.2366,0.1438,0.24,29.13885488,0.7981536,1.7081591,14959.7672,62
0.56,0.2686,0.2097,0.1098,0.2798,20.65770877,0.65270686,1.5465333,14960.68699,56
0.81,0.13345,0.0693,0.05655,0.3191,14.48840529,0.32402164,3.8692842,15026.57995,94
0.81,0.2643,0.1828,0.08,0.3042,16.6573283,0.5396304,1.8998597,15035.84232,175
0.81,0.1589,0.0849,0.0686,0.2654,23.16148907,0.43819582,2.075833,15036.31404,98
0.81,0.2392,0.1359,0.0819,0.3032,16.81411153,0.49601457,1.0972574,15039.09666,81
0.81,0.1471,0.0762,0.1256,0.2818,20.05993886,0.56368715,2.793404,15042.50528,53
0.81,0.1682,0.14005,0.1099,0.1356,172.0172622,0.9067658,0.67894304,15053.89675,42
0.81,0.2282,0.18,0.1344,0.2314,32.7211008,0.76421976,1.4677556,15047.66516,51
0.81,0.2167,0.2128,0.1698,0.205,38.6144528,0.91574913,1.2238412,15041.61839,47
0.81,0.3477,0.3329,0.162,0.2348,29.07057984,0.8717633,1.1756437,14982.84735,60
0.81,0.2597,0.192,0.1184,0.221,38.08136883,0.75157386,3.0627353,14976.04526,66
0.81,0.285,0.23315,0.1452,0.2294,32.53154155,0.8179656,5.1812787,14968.53312,53
0.28,0.2651,0.1757,0.0864,0.3288,13.80483355,0.5195243,3.5443974,15037.65543,108
0.28,0.28265,0.2329,0.1242,0.19105,56.30712827,0.8423163,1.3013289,15024.41054,67
0.28,0.1571,0.0795,0.136,0.3062,16.15236477,0.5587244,2.308837,15041.92166,65
0.28,0.2672,0.1888,0.1056,0.2382,31.45979966,0.68946135,1.2323252,14922.26855,53
0.28,0.26435,0.22545,0.1256,0.1881,58.59958063,0.84886956,0.3217403,15015.43243,93
0.28,0.2259,0.16595,0.1107,0.2146,41.63951608,0.7269741,2.2401307,14992.58559,52
0.28,0.23315,0.17115,0.1479,0.2648,22.60527873,0.73184997,2.105685,15001.07751,48
0.28,0.2821,0.2632,0.1599,0.2167,35.5329406,0.881642,1.8032016,14995.7087,54
0.28,0.2517,0.1945,0.1428,0.185,57.28413331,0.88880104,2.7390327,14983.13885,52
0.28,0.2416,0.1658,0.1172,0.2568,25.6238915,0.669664,2.5068388,14994.64453,50
0.28,0.32625,0.311,0.1769,0.2406,25.95382134,0.8845177,3.7600248,14989.08421,48
0.28,0.2267,0.1597,0.118,0.225,36.29896078,0.7218612,1.4703636,14998.38926,52
0.28,0.2713,0.2194,0.129,0.1874,58.57627148,0.8564405,1.7212541,14976.87421,67
0.28,0.23635,0.16935,0.1143,0.24065,30.45167899,0.69182926,2.2367136,14952.9555,56
0.7,0.305,0.2505,0.147,0.2898,18.17618865,0.7357024,0.9834144,15044.34063,50
0.7,0.2736,0.2552,0.1572,0.2367,28.98993665,0.83838177,3.589775,15033.87267,44
0.7,0.19435,0.1228,0.0955,0.2345,32.81862566,0.61097115,1.2781371,14967.31739,54
0.7,0.2392,0.1406,0.0956,0.291,18.73348037,0.54726595,3.5244286,14923.36131,53
0.7,0.1752,0.1134,0.0982,0.2299,34.63893142,0.6163705,3.4475627,14983.74352,48
0.7,0.25275,0.1827,0.1486,0.2291,32.30311066,0.80451673,2.303903,14985.8122,48
0.7,0.2004,0.1339,0.1182,0.2416,30.02119284,0.67137146,1.2820731,14993.36943,65
0.7,0.2096,0.1394,0.101,0.2356,32.42925107,0.6410667,0.98533225,14963.34417,62
0.7,0.2244,0.1283,0.1019,0.2448,29.27858975,0.6169928,5.4187374,14976.57897,73
0.7,0.2581,0.1835,0.1118,0.2398,30.8002374,0.69761395,1.6583774,14993.48362,62
0.7,0.1748,0.1229,0.10625,0.24185,30.20373657,0.6282385,5.243944,14942.43898,67
0.7,0.1748,0.112,0.0788,0.2431,29.43336285,0.53731346,3.2899587,14974.69557,48
0.95,0.1887,0.1733,0.1166,0.1806,67.47674496,0.81915796,2.8195763,15054.35985,44
0.95,0.0347,0.0197,0.0626,0.0683,681.3614086,0.9352273,2.7750564,15053.03353,39
0.95,0.24425,0.22705,0.1682,0.2324,29.09260159,0.8602677,2.0738602,15036.17346,46
0.95,0.1552,0.0906,0.0987,0.228,35.42871755,0.594162,2.1707687,14885.98292,68
0.95,0.25835,0.18485,0.10315,0.2399,30.8890518,0.6780459,2.2319818,15011.16633,95
0.95,0.2402,0.1805,0.1284,0.2246,35.84265285,0.76252776,4.186056,14994.83981,48
0.95,0.282,0.2637,0.134,0.1978,49.64050594,0.8617552,2.148698,14972.9171,59
0.35,0.1349,0.0709,0.0722,0.2837,19.67941245,0.4035533,1.147328,15027.44907,90
0.35,0.24365,0.19325,0.10835,0.2426,29.92893646,0.6919812,2.5884652,15029.69073,67
0.35,0.2672,0.2006,0.1249,0.21665,39.74684343,0.78010786,1.6370475,15030.88074,61
0.35,0.3245,0.2408,0.1475,0.24495,27.42524863,0.7993824,2.9022229,15030.97284,59
0.35,0.2678,0.2056,0.1142,0.1922,56.56594452,0.8039216,1.377604,15037.10615,55
0.35,0.2777,0.22215,0.1202,0.20065,49.52833089,0.8097209,1.7727047,15024.13245,67
0.35,0.2764,0.2159,0.1376,0.2338,31.62535515,0.78607965,1.1950842,15036.0385,56
0.35,0.3116,0.2257,0.12975,0.2265,34.9560956,0.78604597,2.135595,15036.61394,48
0.35,0.2452,0.16945,0.1174,0.22425,36.65578477,0.72860044,2.932999,15036.62444,48
0.35,0.1521,0.0768,0.1346,0.2972,17.40310904,0.5652406,1.9895475,15040.98178,59
0.35,0.247,0.2055,0.115,0.1882,60.02314752,0.81407166,0.8599638,15041.20911,51
0.35,0.2556,0.2129,0.1116,0.1918,57.12392637,0.8018285,1.495391,15043.83737,52
0.35,0.2042,0.16385,0.1205,0.1901,57.64931543,0.8033621,1.2533541,15052.9005,47
0.35,0.2401,0.2383,0.1454,0.1924,51.04405895,0.89087534,1.1877114,15048.67558,44
0.35,0.2293,0.2037,0.1426,0.2144,38.98009675,0.8282708,2.6664135,15049.31849,42
0.35,0.2333,0.2016,0.1268,0.2048,46.11423359,0.8080709,0.95833904,15051.20466,39
0.35,0.305,0.2642,0.143,0.2268,33.70267101,0.82932794,0.9906308,14908.19539,62
0.35,0.3209,0.3038,0.1444,0.2286,32.89763866,0.84184825,2.564591,14933.79161,51
0.35,0.2883,0.2172,0.1009,0.252,27.12613893,0.6779625,1.802036,14922.18109,54
0.35,0.2531,0.185,0.1118,0.2276,35.42456619,0.7193408,1.1899182,15014.37848,89
0.35,0.3037,0.2417,0.1579,0.2715,20.79665453,0.77864385,0.6550037,15013.80338,87
0.35,0.23685,0.16935,0.09045,0.2753,21.53070808,0.5842798,4.113824,15019.91645,89
0.35,0.27815,0.24515,0.1274,0.21795,38.91207639,0.8044699,1.0436825,15018.1531,104
0.35,0.25415,0.21315,0.1615,0.2153,35.84185852,0.87443113,3.745136,14979.96851,47
0.35,0.2217,0.14475,0.1264,0.2448,28.69605127,0.6960595,5.1236415,14982.06761,52
0.35,0.2335,0.1958,0.134,0.1846,59.94787245,0.86698216,2.3694396,14983.11745,52
0.35,0.26165,0.22795,0.1669,0.2239,31.90930517,0.8738519,1.0892158,14983.0181,48
0.35,0.2587,0.2218,0.127,0.2278,34.61903931,0.7758007,1.8473719,14972.75067,61
0.35,0.2441,0.1777,0.1176,0.217,40.06609661,0.74816316,1.7593793,14976.40296,85
0.35,0.2673,0.1888,0.1112,0.2334,33.12025892,0.7105637,1.6723166,14980.80847,65
0.35,0.22705,0.16495,0.121,0.2258,35.80297794,0.7317978,2.488333,14951.9865,60
0.35,0.2202,0.1407,0.1083,0.22875,35.03184741,0.6739748,2.5244634,14942.56013,66
0.59,0.2819,0.25205,0.1243,0.18985,57.30162093,0.8516633,2.4516811,15030.47739,62
0.59,0.2331,0.1616,0.0861,0.2316,33.73845278,0.6299593,1.480248,15032.72176,174
0.59,0.2602,0.2066,0.1412,0.2413,28.92921592,0.7765126,1.2094672,15044.60633,46
0.59,0.17095,0.09295,0.1065,0.2643,23.93447579,0.5582925,1.1903892,15046.82394,43
0.59,0.1397,0.1217,0.0954,0.1074,440.9326557,0.9476211,3.1090047,15053.05747,41
0.59,0.2738,0.2659,0.1608,0.2294,30.87086967,0.86149806,2.631095,15051.03543,42
0.59,0.2328,0.183,0.134,0.1904,55.06558998,0.8489556,3.3026218,15054.33124,41
0.59,0.1887,0.1412,0.116,0.1622,93.45060165,0.84772575,1.0770093,15050.23608,39
0.59,0.1679,0.14,0.11,0.1724,78.53140324,0.8002561,1.3207437,15051.70409,40
0.59,0.2129,0.1313,0.0938,0.2438,29.56753365,0.60010666,1.7652946,14991.17938,46
0.59,0.2444,0.208,0.113,0.2071,45.85597047,0.7733076,3.6405866,14979.16131,46
0.59,0.176,0.1175,0.098,0.1965,53.65886112,0.6863057,1.0498173,14996.73617,47
0.59,0.3155,0.2941,0.1532,0.2144,37.49587823,0.879646,2.2891915,14974.91857,61
0.59,0.2665,0.2269,0.1334,0.2064,44.34880556,0.83152544,2.1753843,14984.1551,57
0.59,0.2368,0.1904,0.1324,0.2126,41.09051232,0.8009926,1.5420111,14978.66838,70
0.59,0.2452,0.1912,0.1044,0.2522,27.05612855,0.6666667,1.4553041,14952.8063,63
0.59,0.2312,0.18415,0.1247,0.20705,44.97658472,0.78949386,2.040536,14942.62148,64
0.59,0.22565,0.1707,0.10945,0.23575,32.28163366,0.68926066,0.98565584,14932.79608,62
0.21,0.14625,0.12215,0.11195,0.149,124.010962,0.86335975,2.7501755,15046.98742,39
0.21,0.2464,0.1984,0.1116,0.1532,113.3684017,0.8816837,1.9467411,15041.2096,49
0.21,0.2266,0.1578,0.0885,0.2098,44.30210381,0.6700218,1.962337,14922.77272,56
0.21,0.2683,0.2513,0.1566,0.2078,39.92270948,0.88847744,1.8010442,14982.39653,50
0.21,0.2818,0.2093,0.1422,0.2394,29.44190005,0.7833742,2.8788717,14976.34051,87
0.84,0.1697,0.0999,0.1184,0.2554,25.96072816,0.61441034,3.0402558,15042.45238,51
0.84,0.14725,0.07785,0.1023,0.2674,23.24497608,0.5217958,2.97979,15046.60133,43
0.84,0.196,0.1187,0.0883,0.3086,16.14495475,0.48443714,3.4215674,15041.74007,55
0.84,0.14765,0.07895,0.08015,0.2726,21.93329714,0.45256722,1.3345547,15042.16035,52
0.84,0.15235,0.0782,0.0768,0.2477,27.95675381,0.47560602,1.8788384,15042.92798,49
0.84,0.1804,0.1424,0.1056,0.1666,87.75839837,0.802589,2.513381,15051.0582,41
0.84,0.2262,0.1822,0.1276,0.1992,49.65637498,0.8122706,0.30134112,15051.07795,43
0.84,0.2,0.1567,0.1176,0.1725,77.12472893,0.8332321,1.7637215,15054.65844,40
0.84,0.2479,0.2378,0.165,0.2118,36.67270181,0.8959075,1.8339198,15054.48925,44
0.84,0.23,0.1707,0.1274,0.2691,22.48526276,0.67780805,2.4044206,15034.47139,40
0.42,0.1326,0.0631,0.068,0.2754,21.08763028,0.3872969,3.458983,15029.34775,82
0.42,0.1334,0.0674,0.05645,0.2846,19.10520468,0.3518466,2.9064088,15026.34163,90
0.42,0.13705,0.06895,0.0576,0.2722,21.35538569,0.3709512,2.2693152,15026.09865,90
0.42,0.1331,0.0647,0.05815,0.2969,17.27920456,0.33974004,1.8216783,15026.33014,88
0.42,0.1231,0.06,0.05045,0.2953,17.29466607,0.31086406,1.0599506,15026.36011,89
0.42,0.1496,0.07775,0.05985,0.2495,26.6508361,0.42047364,3.190998,15026.15978,92
0.42,0.1423,0.0709,0.043,0.3382,12.40014144,0.27841604,1.7267822,15024.92474,86
0.42,0.26915,0.20355,0.1199,0.2162,40.33160927,0.7705777,1.6986187,15025.28372,70
0.42,0.21435,0.165,0.09035,0.2021,49.29622077,0.69558704,0.739472,15029.70159,63
0.42,0.2452,0.17755,0.1025,0.2336,33.174965,0.6811383,0.8507197,15029.79549,64
0.42,0.27605,0.1988,0.1202,0.192,56.07883191,0.8162743,1.7562175,15031.09665,60
0.42,0.2319,0.1944,0.1082,0.2088,45.02743799,0.75049603,0.8102399,15037.28851,54
0.42,0.25345,0.1893,0.10565,0.2716,22.31819747,0.6399436,1.1873031,15026.58466,69
0.42,0.25145,0.1617,0.0931,0.3243,14.30572281,0.52427983,2.2680438,15029.38806,64
0.42,0.273,0.2141,0.1238,0.2324,33.01615797,0.7567749,1.3920524,15029.3977,64
0.42,0.203,0.1375,0.141,0.253,25.68713285,0.71318823,1.3596535,15039.74441,71
0.42,0.1494,0.0756,0.0756,0.3088,16.00081771,0.39334026,1.3809457,15039.48863,70
0.42,0.1602,0.0766,0.0838,0.3156,15.24534241,0.408975,1.3802937,15041.93402,66
0.42,0.1475,0.074,0.088,0.2668,23.30446372,0.47535214,2.3636975,15042.40646,48
0.42,0.2355,0.2139,0.1108,0.2102,44.09816798,0.7656213,1.6547189,15049.02239,45
0.42,0.2352,0.2303,0.1398,0.19,54.10072936,0.8805615,3.2973452,15052.91214,44
0.42,0.263,0.2042,0.1472,0.2668,22.2251487,0.74607223,1.9038795,14992.24465,50
0.42,0.2569,0.1747,0.114,0.2565,25.76771542,0.6695269,3.867365,14993.64779,48
0.42,0.2408,0.196,0.1126,0.1694,82.45979959,0.8445539,3.0693789,14973.42966,54
0.42,0.1757,0.1049,0.07815,0.224,36.53178231,0.5565521,1.5731345,14967.88778,55
0.42,0.3283,0.2735,0.1592,0.2272,31.78591022,0.8641901,0.8245762,14895.7526,66
0.42,0.2707,0.20365,0.1084,0.2493,27.85123449,0.6889281,2.4074047,15022.38076,73
0.42,0.2947,0.2757,0.1582,0.221,34.12009755,0.8735655,0.9669878,14976.40009,57
0.42,0.2508,0.1626,0.1066,0.2474,28.43953391,0.65658534,3.9784331,14966.75242,78
0.42,0.1888,0.1048,0.118,0.2474,28.21450677,0.6325951,2.5278313,14993.38998,63
0.42,0.1972,0.1309,0.1164,0.204,47.60780534,0.73842937,3.5143955,14966.05813,65
0.42,0.2562,0.2233,0.1608,0.212,37.31254369,0.88237995,2.7852163,14983.66648,59
0.42,0.2889,0.2364,0.152,0.2432,27.57385305,0.8098415,0.1762234,14968.94242,60
0.42,0.2517,0.2069,0.1576,0.2286,31.50229549,0.836969,1.7671845,14984.99305,57
0.42,0.2194,0.1579,0.1013,0.1974,52.96483645,0.7295244,1.3961757,14978.11739,74
0.42,0.2201,0.1628,0.09985,0.21325,42.57931187,0.69844437,1.4684616,14932.72641,64
0.42,0.2459,0.1722,0.1276,0.203,47.14588636,0.7990405,3.0464191,14971.96799,59
0.73,0.1507,0.0769,0.0774,0.2498,27.37116486,0.47229874,3.9011223,15037.71027,86
0.73,0.1837,0.1017,0.0745,0.2379,30.96103558,0.5188457,1.7263529,15039.10398,84
0.73,0.1522,0.0788,0.1322,0.2858,19.22245749,0.5787164,2.2861202,15041.50892,55
0.73,0.1337,0.0683,0.0852,0.2275,35.36656632,0.5189317,1.2190433,15041.81475,54
0.73,0.2061,0.1374,0.1123,0.22265,37.58506259,0.69351476,1.8877074,15040.60368,58
0.73,0.2333,0.193,0.1106,0.1782,71.00456474,0.8178879,1.8444659,15050.98249,43
0.73,0.2324,0.2156,0.1338,0.1824,62.01857788,0.87788945,2.695355,15052.27451,44
0.73,0.1892,0.1526,0.1162,0.1677,84.30474587,0.83921325,2.5791416,15047.30178,40
0.73,0.2167,0.171,0.1218,0.2635,23.87347519,0.673878,2.3697128,15029.20502,44
0.73,0.2404,0.187,0.1066,0.2386,31.30721366,0.6898496,2.2619042,14972.97268,52
0.73,0.24245,0.1772,0.1097,0.24375,29.53498228,0.6815536,2.9132016,15011.34378,94
0.73,0.1808,0.1056,0.0915,0.2584,25.35830826,0.5414835,2.6596713,14977.82708,54
0.73,0.2807,0.2584,0.1504,0.2062,41.81545854,0.8798967,2.248575,15008.98282,45
0.73,0.3518,0.3331,0.1682,0.231,29.50527711,0.88867223,1.1166359,14982.85047,59
0.73,0.1982,0.1401,0.1074,0.2468,28.61312031,0.6397002,1.6770484,14965.43264,76
0.73,0.22415,0.15835,0.1187,0.2237,36.83596653,0.72516686,1.5575839,14955.61476,53
0.98,0.1182,0.0801,0.0791,0.1648,87.56681866,0.65006125,2.1774852,15037.06184,38
0.98,0.1574,0.0918,0.0991,0.2352,32.57769269,0.58379203,2.0819824,14885.80255,66
0.98,0.2736,0.1928,0.141,0.2404,29.21827039,0.77054477,1.4728881,14964.71204,57
0.49,0.1727,0.0953,0.0719,0.3026,16.76604233,0.4202061,2.3068278,15023.93499,83
0.49,0.21525,0.16505,0.10295,0.1964,53.723977,0.741458,1.2704933,15025.05377,69
0.49,0.25895,0.18895,0.1208,0.2576,25.33030472,0.6936513,1.7661444,15025.32322,71
0.49,0.2089,0.1443,0.0923,0.2237,37.23426746,0.6429348,2.1051016,15029.66347,66
0.49,0.25875,0.1902,0.09795,0.25155,27.25122299,0.652292,3.4122102,15029.59074,68
0.49,0.2708,0.2125,0.1294,0.2544,25.86938881,0.7322767,4.764365,15037.76882,89
0.49,0.1765,0.0989,0.1162,0.28,20.54972971,0.567696,1.7854753,15042.73801,52
0.49,0.2321,0.1861,0.1108,0.1556,108.0380378,0.8688908,2.7542067,15040.87412,52
0.49,0.20545,0.1775,0.125,0.167,82.8226003,0.8780842,2.1960447,15052.75937,43
0.49,0.2433,0.2139,0.1546,0.2092,39.61682945,0.8709525,2.3216386,15051.95939,43
0.49,0.2824,0.225,0.1246,0.2182,39.01312486,0.78880864,1.39613,14986.69532,50
0.49,0.291,0.2079,0.1372,0.2272,34.08353426,0.793151,1.8848622,15011.16543,45
0.49,0.2153,0.1556,0.1198,0.2179,39.48753416,0.7373494,1.0179119,15000.6601,44
0.49,0.2199,0.1723,0.1046,0.1606,98.60453579,0.83178127,1.3608626,15000.31887,47
0.49,0.216,0.124,0.0719,0.2624,23.94901521,0.5069876,3.7355852,14895.66197,66
0.49,0.22985,0.1451,0.09385,0.2651,23.75080649,0.5825207,1.0489829,15020.57241,88
0.49,0.2459,0.18905,0.1234,0.238,31.02548978,0.7316474,3.9576797,15018.23557,106
0.49,0.2698,0.2159,0.1355,0.2661,22.86369857,0.7290456,2.754254,14982.25024,48
0.49,0.2043,0.1483,0.1361,0.20285,46.06314043,0.8099103,2.3963246,14981.77719,53
0.49,0.21,0.1242,0.096,0.2566,25.86147345,0.5782563,3.1733456,14977.7577,53
0.49,0.345,0.319,0.1772,0.267,20.4880934,0.8467577,2.0049117,15008.43099,46
0.49,0.2183,0.1758,0.1258,0.2182,38.9212897,0.76548225,1.3597945,15002.16932,47
0.49,0.2093,0.1662,0.1252,0.2084,44.13530307,0.77789646,3.3871381,15005.13705,49
0.49,0.2487,0.1859,0.1226,0.1852,61.7825452,0.8313123,2.2375982,14984.37895,62
0.49,0.289,0.2799,0.1488,0.1974,47.03624378,0.89817727,1.5496955,14983.83911,61
0.49,0.222,0.1654,0.1122,0.1888,59.74328853,0.78373796,2.086154,14975.95442,67
0.49,0.2245,0.1497,0.1108,0.2226,37.65712528,0.6997045,1.6507868,14967.62892,74
0.49,0.3068,0.2778,0.151,0.2354,29.97048375,0.83554167,1.0350223,14968.60175,61
0.49,0.2816,0.2498,0.1636,0.2226,32.80439623,0.87510586,1.7491102,14984.22829,55
0.49,0.2589,0.1879,0.1112,0.2258,36.21210187,0.7229877,1.7174073,14982.86817,62
0.49,0.2389,0.1843,0.1282,0.2464,28.13715237,0.72556305,3.1741698,14973.72307,83
0.49,0.23665,0.18105,0.1277,0.2335,32.39439121,0.7447835,4.090742,14943.71057,64
0.49,0.21525,0.14395,0.10305,0.2178,40.14428743,0.68279195,1.1872019,14946.33645,62
0.62,0.1593,0.0854,0.08795,0.2738,21.80756999,0.48260024,1.1719482,15030.36529,81
0.62,0.134,0.06615,0.05385,0.3046,16.13970977,0.32366824,0.5856993,15026.30535,95
0.62,0.1232,0.0625,0.0655,0.2934,17.96434985,0.3596516,1.9997933,15029.22325,84
0.62,0.1324,0.06925,0.06515,0.2678,22.52487452,0.39875388,1.6909785,15024.55102,87
0.62,0.31495,0.2784,0.149,0.2187,36.24936192,0.85978675,1.1271809,15032.60567,58
0.62,0.2443,0.1512,0.1166,0.258,25.32956641,0.65444773,3.8353248,15035.88324,175
0.62,0.1964,0.112,0.0935,0.2906,18.79041909,0.5104322,2.4340436,15036.14548,97
0.62,0.2262,0.15195,0.08945,0.2279,35.33355163,0.635514,2.3011723,15039.48905,66
0.62,0.2293,0.1578,0.1248,0.2578,25.16363604,0.6799807,5.815322,15038.62868,78
0.62,0.1518,0.0762,0.1164,0.3176,15.00899199,0.48908076,1.3820046,15039.61692,67
0.62,0.1871,0.1123,0.0935,0.2508,27.4371794,0.566786,1.6756213,15041.44121,53
0.62,0.1411,0.0721,0.1214,0.2646,23.629979,0.5746955,1.6603612,15042.69304,49
0.62,0.267,0.196,0.146,0.242,28.37684504,0.7808219,2.1466854,15044.22347,49
0.62,0.1604,0.0858,0.14,0.2458,27.68423481,0.68094087,0.5051833,15044.33526,53
0.62,0.1692,0.0908,0.1002,0.2775,21.13883729,0.518599,1.1831958,15040.23273,63
0.62,0.1913,0.1742,0.127,0.1472,120.0070931,0.93714994,3.873064,15051.23446,43
0.62,0.2656,0.2181,0.1398,0.2814,19.76206568,0.7165165,2.6657908,15038.53028,42
0.62,0.2562,0.2537,0.1468,0.2033,44.00414977,0.8763676,1.310023,15028.82382,48
0.62,0.2329,0.184,0.0976,0.234,33.02318062,0.67368424,1.7069825,15049.21945,51
0.62,0.1856,0.1405,0.0833,0.2404,30.46639439,0.58755577,3.387447,15052.08525,39
0.62,0.1607,0.1443,0.1064,0.1254,231.5822165,0.9295513,1.4895703,15049.99837,36
0.62,0.29,0.219,0.1164,0.2438,29.36736826,0.7247191,6.5340366,14995.17818,46
0.62,0.2812,0.2143,0.1368,0.2312,32.61187323,0.7881033,6.617498,14998.01014,46
0.62,0.3477,0.2563,0.1506,0.2541,24.85387899,0.7972179,2.8528657,14991.36571,47
0.62,0.282,0.2217,0.1352,0.2532,25.93006107,0.75152665,2.7913127,14980.62298,67
0.62,0.2284,0.1525,0.1036,0.2182,39.93578417,0.69085515,3.6675396,14963.91703,60
0.62,0.2065,0.1554,0.1216,0.1682,82.14361767,0.85599506,2.1196725,14971.83359,54
0.62,0.2139,0.15015,0.1083,0.2343,32.84139026,0.6722591,2.7272017,14947.5433,63
0.87,0.2211,0.1448,0.0836,0.2661,23.39391112,0.555853,4.945473,15032.65201,176
0.87,0.2047,0.1926,0.1374,0.173,70.5827954,0.90262586,1.3939009,15054.58469,41
0.87,0.2129,0.1512,0.0793,0.216,40.38039675,0.6277233,2.0588832,15048.68207,37
0.87,0.2273,0.1603,0.1009,0.2547,26.37902835,0.6293976,3.2660716,14997.38037,48
0.87,0.3161,0.27,0.1448,0.2313,31.89718449,0.82744867,1.8351465,14966.92854,54
0.87,0.1678,0.1119,0.0815,0.2059,46.23409532,0.60855883,1.4841167,14991.73839,48
0.87,0.2237,0.143,0.1066,0.226,36.23246337,0.6764228,1.5462701,14966.55837,76
0.31,0.1644,0.0839,0.1248,0.3112,15.69452767,0.5282207,1.3871452,15037.8619,81
0.31,0.1587,0.0808,0.123,0.3132,15.47047926,0.5172589,0.46745488,15038.90383,74
0.31,0.2572,0.1836,0.1158,0.2521,26.91641764,0.6871701,1.1160272,14992.10781,48
0.31,0.2235,0.1442,0.0815,0.2958,17.87505297,0.51295453,1.6255524,14908.32567,62
0.31,0.26725,0.21235,0.0964,0.2039,48.26215598,0.7417418,1.6732385,15015.19825,94
0.31,0.26205,0.21985,0.12275,0.23025,33.89528865,0.7611642,2.674759,14920.34325,69
