OC,B11,B12,B4,B8,bai,bsi,slope,LST_Day_1km,elevation
0.51,0.1319,0.065,0.0582,0.3184,14.59474816,0.32133543,2.830599,15034.9259,95
0.51,0.149,0.0847,0.0835,0.2382,31.22317937,0.5209043,2.3778183,15033.61298,102
0.51,0.1223,0.0628,0.0468,0.2654,22.21264756,0.3339427,4.497398,15024.96533,84
0.51,0.1339,0.0693,0.0521,0.3128,15.1052279,0.31771788,2.5214794,15024.95204,82
0.51,0.2435,0.2037,0.1202,0.1748,73.59933889,0.8557464,2.6291702,15037.0693,51
0.51,0.1645,0.0847,0.1314,0.2718,21.81253194,0.60617113,2.3609843,15041.05675,57
0.51,0.2132,0.1588,0.1002,0.2516,27.24008947,0.6310916,1.8519416,15052.0219,43
0.51,0.2573,0.2477,0.1454,0.1994,46.52565434,0.8792217,2.775807,15049.55499,45
0.51,0.1653,0.1189,0.1004,0.1708,81.45445004,0.75699,1.8363297,15053.51387,43
0.51,0.259,0.2564,0.1606,0.1896,48.85550535,0.9349776,1.4329381,15045.7558,42
0.51,0.1978,0.1349,0.073,0.1825,63.5515751,0.65500945,4.7022185,15009.40153,47
0.51,0.1741,0.104,0.1114,0.247,28.4908745,0.61367524,2.0799835,14893.4748,62
0.51,0.26615,0.18315,0.1346,0.28105,19.97592465,0.684511,1.0356257,15020.13272,84
0.51,0.24335,0.18275,0.1063,0.1994,51.35566646,0.7563784,1.4318483,15020.62422,81
0.51,0.3187,0.2902,0.1692,0.231,29.38614469,0.88142747,1.8571455,14995.32395,55
0.51,0.23965,0.18565,0.1384,0.2042,44.90708697,0.83121717,1.832148,14985.93841,54
0.51,0.2482,0.1799,0.1178,0.2406,30.36449389,0.7079667,1.3479577,14977.85948,70
0.51,0.2371,0.1722,0.1268,0.2396,30.32655541,0.7260806,5.459604,14980.51191,71
0.51,0.22335,0.14045,0.09925,0.2366,32.06348948,0.6357247,3.0138907,14943.68218,67
0.51,0.2107,0.1457,0.1061,0.2171,40.45697242,0.6940463,3.1684496,14956.6978,56
0.51,0.2375,0.1744,0.1268,0.2064,45.14427687,0.7909664,2.142197,14959.7672,62
0.19,0.2621,0.2439,0.1494,0.2581,23.99003697,0.7834661,1.1921532,15050.43627,39
0.19,0.3148,0.2585,0.1478,0.2398,28.89097758,0.8153722,1.8595663,14967.75611,72
0.76,0.232,0.1539,0.13,0.2248,35.63913608,0.7496699,1.1232808,15037.8443,94
0.76,0.1711,0.08965,0.07505,0.2918,18.3979983,0.43177348,1.3613302,15036.75651,96
0.76,0.235,0.17,0.1266,0.2219,37.14824756,0.7568257,3.7248147,15039.20765,81
0.76,0.2346,0.1541,0.1196,0.2394,30.70449653,0.6955527,1.0343899,15042.62236,50
0.76,0.2952,0.2392,0.1422,0.2558,24.92616691,0.770505,1.3804238,15044.27336,51
0.76,0.2746,0.2285,0.1208,0.2154,40.68050557,0.78688896,2.7466235,15044.14284,44
0.76,0.167,0.0877,0.1208,0.2842,19.72453277,0.56063455,0.8209453,15044.33435,41
0.76,0.21045,0.16445,0.1095,0.1626,94.18848483,0.8376395,0.7330485,15052.95505,43
0.76,0.2297,0.2146,0.151,0.1901,51.21111964,0.9033852,3.6222064,15050.35025,39
0.76,0.1554,0.1331,0.106,0.1434,143.029601,0.8647378,1.7742627,15050.98363,40
0.76,0.1967,0.1285,0.0748,0.2289,34.2909067,0.56883043,4.8006425,14993.46106,46
0.76,0.302,0.2294,0.144,0.2446,27.76762816,0.7877637,3.336841,14991.31733,46
0.76,0.052,0.0296,0.0918,0.0993,620.4513841,0.9418154,3.219127,15018.62998,42
1.02,0.1726,0.1482,0.1178,0.1736,75.63266375,0.8266004,1.1857384,15047.14467,40
1.02,0.294,0.22,0.1182,0.2382,31.1657767,0.73810565,3.0598502,14907.95434,60
1.02,0.2531,0.1882,0.1368,0.2069,43.60366765,0.8225766,3.2528436,15008.58693,46
0.38,0.1301,0.06575,0.0556,0.2808,19.71453098,0.3501659,1.8626363,15027.45005,90
0.38,0.13215,0.06555,0.0526,0.2811,19.55723508,0.3408337,1.3713571,15026.3192,89
0.38,0.1435,0.0728,0.0538,0.3229,14.0349206,0.31993935,1.3033298,15026.35892,89
0.38,0.21125,0.17745,0.1165,0.1725,77.3484949,0.83997715,3.4273098,15030.71489,61
0.38,0.239,0.1845,0.11005,0.17515,74.8473491,0.81899065,1.7656178,15030.38061,56
0.38,0.3423,0.2784,0.1479,0.24975,26.11001934,0.80715704,1.6580745,15036.58943,50
0.38,0.2543,0.1979,0.1192,0.278,20.88003558,0.66631645,0.78478813,15039.66825,73
0.38,0.1848,0.1168,0.1338,0.2603,24.2350602,0.6645452,1.789185,15041.07111,56
0.38,0.1646,0.089,0.117,0.2618,24.38296685,0.5872292,3.5875573,15042.51179,49
0.38,0.1531,0.0815,0.117,0.2676,23.04850609,0.568605,1.0829424,15042.52771,49
0.38,0.2512,0.2047,0.1266,0.173,74.20292186,0.8771512,3.0086148,15047.88568,48
0.38,0.1809,0.1541,0.1252,0.1768,70.04135423,0.8440617,2.054551,15051.55957,40
0.38,0.1734,0.1143,0.1026,0.2152,41.5044497,0.6582701,1.6517403,14999.96915,47
0.38,0.1806,0.1047,0.0816,0.2122,42.54703546,0.58788264,2.0466201,14922.44609,54
0.38,0.19425,0.13895,0.08485,0.1884,59.82262841,0.6836719,0.9423169,15020.88045,77
0.38,0.2836,0.26495,0.1763,0.22995,28.81454784,0.8915943,1.765372,14979.96386,50
0.38,0.26075,0.2202,0.1447,0.2112,40.22602171,0.8458507,3.1654499,14990.9949,48
0.38,0.207,0.1307,0.0862,0.2472,28.38145203,0.5739614,2.225822,15008.61132,49
0.38,0.2509,0.1937,0.1306,0.2502,26.94517079,0.73056996,5.509701,14984.78053,55
0.38,0.3012,0.2839,0.1518,0.2322,30.92520843,0.8442162,3.2405117,14994.80934,50
0.38,0.2587,0.2307,0.1472,0.2148,38.18122896,0.8482604,1.9275641,14983.75579,58
0.38,0.2907,0.2135,0.1298,0.205,45.63492812,0.82031065,1.4914678,14976.97073,67
0.38,0.2549,0.1697,0.113,0.2136,42.08407344,0.7375424,0.14002219,14968.85725,67
0.38,0.16145,0.09375,0.07835,0.2032,47.67589137,0.57955885,3.2200885,14961.66449,50
0.38,0.2153,0.14165,0.09255,0.2158,41.1029683,0.65519655,1.5577029,14962.79728,51
0.38,0.18715,0.12045,0.09765,0.2406,30.65426855,0.60407144,2.0138366,14934.72272,71
0.65,0.1347,0.0669,0.05105,0.299,16.80189388,0.32235584,2.0390782,15028.14532,96
0.65,0.16995,0.1041,0.0886,0.1984,51.85505892,0.63702476,2.2011783,15033.98369,54
0.65,0.1552,0.0838,0.0664,0.2344,31.70142682,0.47203016,2.0873713,15032.50683,174
0.65,0.258,0.172,0.1282,0.2988,17.29485151,0.6376381,2.1158917,15035.68419,186
0.65,0.2107,0.1412,0.1007,0.2258,36.3766955,0.65912807,2.899516,15034.49401,113
0.65,0.1544,0.0818,0.1338,0.305,16.34856621,0.55739397,1.4262276,15041.01948,58
0.65,0.1586,0.0872,0.0865,0.2246,36.66305916,0.55708784,2.5440464,15043.00542,49
0.65,0.1934,0.1216,0.11385,0.2264,35.86699794,0.6765804,2.0653734,15048.55859,42
0.65,0.2234,0.143,0.0981,0.2422,30.12007298,0.6259086,1.3798327,15044.33544,42
0.65,0.1953,0.16095,0.1131,0.1765,72.75977242,0.8121203,1.6357801,15052.64416,45
0.65,0.17945,0.1418,0.11,0.1646,90.57019418,0.82180154,2.6771886,15053.79449,42
0.65,0.2607,0.2285,0.156,0.2676,21.62921625,0.77504534,2.014815,15040.82685,47
0.65,0.214,0.1739,0.1406,0.206,43.54573834,0.82784945,2.2188342,15054.42459,41
0.65,0.2242,0.1533,0.0911,0.223,37.52597042,0.6494818,3.2144663,15052.05411,36
0.65,0.2042,0.1766,0.133,0.2056,44.86647207,0.8100471,2.0108979,15050.50101,41
0.65,0.2366,0.234,0.1358,0.1772,66.5890623,0.89931905,2.3789282,15053.02833,41
0.65,0.2342,0.2342,0.1328,0.1672,79.56918272,0.91429996,1.2519106,15009.30493,44
0.65,0.1495,0.0797,0.0816,0.2412,30.14590627,0.50264883,2.0092885,14907.41688,56
0.65,0.2504,0.17925,0.1289,0.28915,18.74592299,0.6578779,1.6787271,15018.2428,85
0.65,0.1664,0.0896,0.0864,0.2288,34.86944937,0.5527638,0.9972838,14978.53451,67
0.65,0.2675,0.1926,0.1398,0.2078,42.68236459,0.8301698,0.6974911,14980.87303,64
0.65,0.1079,0.0661,0.0937,0.163,93.90826013,0.697512,0.027432404,14971.20912,55
0.9,0.1914,0.1113,0.122,0.2662,23.25449302,0.61801326,1.8495778,15042.75802,51
0.9,0.1982,0.1171,0.1318,0.2941,17.91663779,0.60530156,1.3984011,15044.47374,50
0.9,0.2608,0.2045,0.1328,0.2304,33.20935339,0.7755806,1.910161,15037.74845,40
0.9,0.2294,0.1968,0.1352,0.2534,25.87817672,0.73745,3.0932302,15028.89175,45
0.9,0.2127,0.186,0.1246,0.191,56.2867836,0.8238727,1.7635638,15049.28162,39
0.9,0.149,0.0827,0.0626,0.142,123.1108542,0.64663994,1.7751164,15050.9253,37
0.45,0.1447,0.0743,0.05055,0.29515,17.31876713,0.33793476,2.156286,15028.12092,96
0.45,0.1347,0.067,0.05245,0.3013,16.53256355,0.324328,1.5043479,15026.42538,91
0.45,0.3045,0.2603,0.1536,0.2224,34.19186944,0.8574684,1.8108011,15032.53813,58
0.45,0.1614,0.0809,0.1226,0.3125,15.56008289,0.51728517,0.92740995,15038.7836,76
0.45,0.1732,0.0895,0.0949,0.3206,14.71922239,0.4496464,1.8049546,15040.75156,56
0.45,0.25695,0.24,0.1556,0.2322,30.53976114,0.8377806,1.7114426,15035.84749,43
0.45,0.2047,0.1697,0.1148,0.2178,39.80910429,0.7341935,1.2276307,15052.15122,40
0.45,0.1125,0.0681,0.0627,0.1442,117.9116071,0.6161093,3.0016031,15045.38709,32
0.45,0.2534,0.2328,0.139,0.2142,39.52781431,0.8317673,2.544979,14985.03308,47
0.45,0.2056,0.136,0.0969,0.1994,51.43512223,0.69439477,4.2600946,14921.41268,53
0.45,0.2327,0.198,0.1092,0.2352,32.4889657,0.70914125,0.69361657,14934.14442,50
0.45,0.1827,0.1122,0.0422,0.25,25.3544295,0.4262838,1.0507728,14934.00216,49
0.45,0.1581,0.0875,0.0661,0.2722,21.65531262,0.42702255,1.1452278,14922.57749,53
0.45,0.28845,0.2698,0.1665,0.2322,29.34695183,0.8691235,3.369553,14995.64332,52
0.45,0.25765,0.2101,0.1461,0.212,39.6365971,0.8438759,1.9373733,14995.74923,56
0.45,0.1905,0.1164,0.0784,0.2442,29.07297712,0.5402108,0.8151076,14991.69442,47
0.45,0.1829,0.1376,0.099,0.1856,63.38597988,0.7320545,1.6634791,14975.98281,67
0.45,0.3202,0.2665,0.1758,0.259,22.05235019,0.84167457,1.0605265,14973.95018,74
0.45,0.2746,0.1964,0.1142,0.2216,37.99940889,0.7430622,1.4059443,14952.9596,64
0.45,0.2519,0.17825,0.1118,0.2489,27.91545635,0.6790355,2.664247,14934.88169,70
0.45,0.16895,0.1014,0.08035,0.2285,34.74831905,0.55092454,2.9658222,14956.60388,56
0.45,0.3108,0.2304,0.1446,0.2322,31.60356566,0.81063557,1.8150063,14959.94321,62
0.54,0.2205,0.1846,0.1202,0.1788,68.86350218,0.8387452,2.030699,15038.93486,138
0.54,0.12945,0.0673,0.0626,0.2755,20.90344275,0.37893817,2.794802,15028.12955,94
0.54,0.13555,0.0664,0.0514,0.3368,12.66140039,0.2921627,0.46151674,15028.11173,94
0.54,0.13885,0.07055,0.05395,0.3099,15.48692311,0.32724407,3.0053864,15026.38286,93
0.54,0.12925,0.0655,0.0568,0.2801,19.87666739,0.35387734,1.9949836,15026.29641,88
0.54,0.30985,0.2606,0.1524,0.2488,26.04763717,0.81075776,3.1189518,15029.32914,64
0.54,0.2492,0.2142,0.1306,0.1772,68.15609836,0.8809402,1.9142033,15036.89856,55
0.54,0.2183,0.1836,0.0972,0.1876,61.38885995,0.7564655,0.10968945,15035.93184,54
0.54,0.1667,0.0894,0.103,0.2522,27.06371455,0.5632318,1.7108222,15036.07542,97
0.54,0.2343,0.1928,0.1166,0.2304,34.11604801,0.7310964,2.3367798,15040.90846,60
0.54,0.164,0.0882,0.0966,0.2763,21.36877444,0.50699586,1.509134,15042.61111,50
0.54,0.1432,0.0746,0.0747,0.2736,21.61458566,0.42877656,1.0890698,15042.74508,50
0.54,0.1677,0.1025,0.1244,0.2432,29.27606038,0.6563494,2.3776896,15044.88718,39
0.54,0.3162,0.2526,0.1336,0.2052,45.02070905,0.8435998,0.69319427,15047.59351,48
0.54,0.224,0.2179,0.1576,0.1974,45.0521051,0.9041656,5.468962,15048.27829,50
0.54,0.1941,0.1884,0.1574,0.1654,69.42554846,0.9773883,2.9377458,15048.21112,47
0.54,0.2066,0.1664,0.1224,0.2371,31.38124041,0.7157373,1.2497828,15051.37712,42
0.54,0.2182,0.187,0.131,0.1888,56.97862307,0.84619474,3.7528422,15052.08689,40
0.54,0.2906,0.2992,0.17,0.218,33.48513418,0.9071926,4.580814,15044.64953,40
0.54,0.2692,0.1993,0.1126,0.233,33.23610846,0.7214897,1.6967001,14978.9932,52
0.54,0.10445,0.0717,0.0655,0.08505,550.1298444,0.87527907,2.5321398,15014.78424,81
0.54,0.3132,0.23385,0.1405,0.2883,18.60079501,0.71693957,2.1242511,15018.43312,117
0.54,0.2009,0.12555,0.0934,0.24775,28.3337311,0.5865256,0.44785893,15023.96126,69
0.54,0.24735,0.1978,0.1294,0.2162,39.583897,0.79033816,2.9915318,15022.95198,73
0.54,0.27945,0.2264,0.1464,0.2318,31.57741627,0.8136185,2.8105695,14998.67069,47
0.54,0.1888,0.1137,0.0861,0.2258,36.12345134,0.58851254,1.1202213,14983.7623,47
0.54,0.2857,0.2438,0.1523,0.22495,33.39590308,0.8450133,2.6483216,14991.32931,47
0.54,0.24245,0.18325,0.1473,0.2173,37.06369575,0.8252403,1.6512437,14991.35613,48
0.54,0.2631,0.1977,0.1242,0.205,46.27350328,0.7993544,2.472788,14982.70397,62
0.54,0.2702,0.2373,0.1366,0.1878,56.58540524,0.8795577,2.1173987,14976.8004,66
0.54,0.2176,0.1336,0.0926,0.2182,39.86922993,0.64297897,2.6370878,14966.12626,62
0.54,0.2836,0.2195,0.156,0.2344,29.80504952,0.82727474,0.5711756,14968.41439,59
0.54,0.2465,0.1613,0.1272,0.2182,38.80920955,0.7602108,3.1214383,14983.15757,60
0.54,0.2965,0.2227,0.1274,0.1942,53.30377256,0.8397697,1.2003565,14978.0495,67
0.54,0.2565,0.2084,0.1402,0.2288,33.2121313,0.7973468,1.5701598,14973.9956,74
0.54,0.21905,0.15065,0.10675,0.26445,23.89750616,0.6200915,3.8370097,14940.16766,68
0.54,0.25795,0.17715,0.1077,0.2609,24.74016869,0.65026826,2.1609385,14940.20741,69
0.54,0.22435,0.1664,0.10845,0.2398,30.86472646,0.6766371,1.0253713,14940.1847,69
0.54,0.2102,0.1438,0.12,0.2122,42.43610367,0.7410112,1.7227087,14957.61156,60
0.54,0.2411,0.168,0.1258,0.241,29.91625955,0.7183374,3.723607,14957.66239,57
0.54,0.2862,0.2014,0.125,0.2092,43.69552557,0.7949343,2.4426563,14960.69267,61
0.79,0.2018,0.1004,0.056,0.3476,11.81338155,0.34910715,2.2179494,15037.85969,90
0.79,0.2819,0.2105,0.1326,0.2586,24.6884818,0.73140055,2.446977,15038.04863,84
0.79,0.21345,0.14825,0.1226,0.2331,32.81446142,0.71023995,2.3126004,15048.56748,43
0.79,0.2502,0.2042,0.1148,0.2036,47.98464215,0.7822462,3.4921114,15044.20833,43
0.79,0.1666,0.092,0.127,0.2654,23.30016168,0.6127588,0.8637838,15044.34137,43
0.79,0.19785,0.11665,0.09135,0.2613,24.63265835,0.5503373,0.78464234,15042.95973,47
0.79,0.24855,0.16095,0.08895,0.2935,18.30015183,0.54989547,1.3393376,15042.23162,46
0.79,0.0965,0.0689,0.1036,0.1616,96.753731,0.74837315,1.335966,15051.56244,43
0.79,0.223,0.1639,0.0893,0.2844,19.81381204,0.5648004,2.083834,15049.05419,47
0.79,0.1588,0.1381,0.1068,0.146,134.3681545,0.86202043,1.0790704,15053.16928,40
0.79,0.2291,0.2039,0.1214,0.2326,33.05924886,0.7452463,2.9063158,15054.66668,41
0.79,0.2744,0.27245,0.1778,0.2287,28.97498474,0.8984336,1.6975641,15035.90599,45
0.79,0.23425,0.1852,0.1376,0.2491,26.90155655,0.74326503,1.1224496,15036.34115,44
0.79,0.1824,0.1454,0.0948,0.2172,40.42220386,0.662438,2.7561858,15052.00956,40
0.79,0.2106,0.1715,0.1016,0.1584,103.2511748,0.8278266,1.9795253,15048.7057,36
0.79,0.2292,0.2209,0.1348,0.1766,67.53745495,0.8948428,0.1447156,15047.46267,42
0.79,0.2338,0.2134,0.1588,0.198,44.44159939,0.9047156,0.60636204,15001.67553,49
0.79,0.1382,0.08455,0.1264,0.173,74.26133317,0.81906426,2.1146185,14981.67776,51
0.27,0.1248,0.0655,0.0612,0.251,26.32518683,0.40031597,1.9202089,15026.90742,86
0.27,0.2285,0.1756,0.1082,0.20285,48.84395585,0.74990094,2.4561384,15025.31347,70
0.27,0.25,0.2005,0.103,0.2189,39.59108986,0.72365284,1.384451,15029.6084,69
0.27,0.21205,0.1708,0.1119,0.1695,82.42760113,0.8307376,2.9400442,15031.2233,59
0.27,0.2091,0.1518,0.09235,0.24255,29.95534387,0.61912006,1.4281386,15030.44028,60
0.27,0.2378,0.1642,0.1122,0.191,57.77060945,0.7781531,2.8835936,15037.00221,55
0.27,0.2996,0.2737,0.1592,0.2558,23.89926945,0.8175637,2.3688624,15049.13132,52
0.27,0.2521,0.2029,0.1224,0.2042,46.95849828,0.7990666,2.189658,14972.94337,60
0.17,0.25705,0.1945,0.1152,0.23045,34.14805596,0.7287916,1.4241138,15046.93318,50
0.17,0.1576,0.0906,0.1226,0.2764,21.12391042,0.5809264,0.84805167,15037.68168,81
0.17,0.1559,0.0778,0.0752,0.3292,13.68294539,0.37592137,0.16286029,15039.51593,71
0.68,0.2493,0.204,0.1158,0.183,65.02525745,0.8263566,2.089189,15032.48432,64
0.68,0.2203,0.1846,0.099,0.1402,155.4474868,0.8731527,1.6519004,15035.98089,55
0.68,0.1768,0.0986,0.1074,0.301,17.20111697,0.5155155,1.2022048,15036.0909,95
0.68,0.2084,0.1267,0.1252,0.284,19.68076061,0.61334306,1.1199406,15040.82076,57
0.68,0.1515,0.1316,0.1224,0.1382,151.1258874,0.9414381,3.7438316,15053.35186,42
0.68,0.1917,0.1473,0.0907,0.2032,48.56082873,0.67902994,0.5295398,15052.71091,41
0.68,0.2998,0.2784,0.1556,0.2144,37.13231916,0.8806818,2.6913333,15050.43904,42
0.68,0.0381,0.0278,0.0875,0.0805,1734.605361,1.0646353,4.0742683,15052.92018,39
0.68,0.2589,0.235,0.1482,0.2096,40.48025617,0.86189836,2.0287344,15038.23053,42
0.68,0.22555,0.19985,0.1454,0.183,58.17281574,0.90178925,2.0997548,15036.74913,44
0.68,0.252,0.2453,0.15,0.2164,37.09066766,0.8561837,2.3936586,15033.63552,45
0.68,0.1784,0.1204,0.0647,0.123,191.7512292,0.7604766,2.435064,15048.8535,36
0.68,0.2201,0.1678,0.1144,0.1944,54.73238254,0.77912754,1.7425305,14984.84675,51
0.68,0.2398,0.2352,0.1416,0.1796,62.364669,0.90838957,2.939434,15009.94697,43
0.68,0.2116,0.1295,0.0899,0.2496,27.73912224,0.5787391,1.9775028,14978.96494,54
0.68,0.2402,0.2222,0.1266,0.1681,80.68960739,0.8936715,3.2958527,14984.61036,50
0.68,0.1971,0.13355,0.09025,0.1252,230.0911909,0.86492753,1.6507556,14970.16694,53
0.68,0.1563,0.0919,0.0951,0.2236,37.32879608,0.59270996,4.40694,14886.01235,67
0.68,0.22885,0.172,0.10695,0.20245,49.16346629,0.74495924,1.056964,15025.28693,70
0.68,0.2083,0.1456,0.09485,0.20765,45.81471853,0.6806794,2.1877265,15018.28161,83
0.68,0.2773,0.221,0.1528,0.237,29.3110377,0.81615716,0.98871887,14993.51103,61
0.68,0.2289,0.1724,0.122,0.1898,57.69661753,0.8128106,1.7931213,14966.0411,60
0.68,0.262,0.1863,0.1372,0.197,49.62080034,0.84398645,3.3230867,14983.617,57
0.68,0.2877,0.2433,0.1462,0.2508,25.94768383,0.78830194,0.69988465,14985.02488,56
0.68,0.2342,0.1592,0.116,0.2524,26.82852203,0.6686103,1.9497279,14982.52483,64
0.68,0.3059,0.2315,0.1462,0.2526,25.4912121,0.7802107,1.0752273,14973.37673,78
0.68,0.2163,0.1338,0.1007,0.2366,32.06356401,0.6330994,2.4137342,14977.99231,73
0.68,0.2638,0.2008,0.1418,0.2534,25.54226268,0.75429326,2.2052066,14971.34461,55
0.93,0.218,0.1541,0.1336,0.2375,30.64175286,0.73467827,1.9983729,15050.12076,41
0.93,0.1672,0.0992,0.0643,0.2066,43.92505771,0.5346632,2.8700302,14997.33151,48
0.93,0.2171,0.1714,0.1072,0.2062,46.67165522,0.73781776,1.0280796,15024.21863,41
0.93,0.292,0.2806,0.1506,0.2084,40.67865174,0.8817996,2.1626513,14974.95746,61
0.34,0.2632,0.1739,0.0677,0.3891,9.144939852,0.42912966,2.0704365,15037.60551,106
0.34,0.2981,0.2231,0.1664,0.3062,15.37907917,0.7358776,3.0245423,15037.63645,108
0.34,0.24835,0.1659,0.11345,0.2568,25.6995806,0.6608706,1.0136513,15047.03221,49
0.34,0.2365,0.167,0.1162,0.1881,59.98063063,0.7975218,1.2610934,15037.76273,83
0.34,0.2059,0.1152,0.0984,0.3242,14.32578508,0.48611742,1.3807628,15041.92583,64
0.34,0.2693,0.2145,0.1246,0.271,22.16009559,0.6984552,1.7809072,15042.45789,48
0.34,0.2726,0.2012,0.1052,0.2114,43.57488215,0.74260783,1.3980056,15043.55411,48
0.34,0.2646,0.2093,0.1366,0.199,48.40139753,0.8471712,2.8778255,14958.1477,58
0.34,0.3337,0.3078,0.158,0.2318,30.41432599,0.863232,3.2273612,14959.59119,64
0.57,0.1812,0.1149,0.0908,0.2762,21.35516529,0.52595246,3.1143808,15039.01968,136
0.57,0.2657,0.2296,0.1318,0.241,29.61011895,0.7679558,4.5113916,15039.08812,137
0.57,0.1895,0.1049,0.0929,0.3588,11.19421618,0.42656893,0.26034915,15032.11907,101
0.57,0.2185,0.1375,0.1263,0.2807,20.2428414,0.6307987,0.94631416,15030.36074,81
0.57,0.12545,0.062,0.0519,0.2833,19.16571432,0.32985806,2.8868563,15025.32307,88
0.57,0.1651,0.0875,0.0643,0.3942,8.852367712,0.3151339,2.126032,15024.9836,86
0.57,0.1429,0.0777,0.0637,0.2762,20.80726849,0.39954787,3.0076692,15025.30311,82
0.57,0.23925,0.1764,0.11585,0.2504,27.3947196,0.684747,1.04754,15026.51201,66
0.57,0.27785,0.22165,0.126,0.18455,61.77147053,0.85585916,1.0682456,15032.43161,60
0.57,0.23865,0.1653,0.11625,0.24625,28.60974408,0.684121,2.5863905,15034.79637,54
0.57,0.17435,0.09575,0.0793,0.2953,17.92288683,0.44764096,1.8445661,15036.67261,97
0.57,0.2307,0.1452,0.1348,0.2912,18.29341277,0.6416132,2.062408,15037.75599,87
0.57,0.1715,0.0919,0.1314,0.31,15.75151383,0.55561084,1.4744474,15041.99392,53
0.57,0.2215,0.1359,0.1296,0.31,15.77880354,0.595425,1.8089104,15041.98087,51
0.57,0.2135,0.1373,0.1202,0.2876,19.15349047,0.6060249,0.91902643,15042.40933,48
0.57,0.1567,0.083,0.1164,0.274,21.70847645,0.55854344,2.4731157,15042.48834,51
0.57,0.1714,0.0904,0.0775,0.259,24.93314719,0.48053807,1.8104482,15042.6367,50
0.57,0.1577,0.0838,0.1266,0.2451,28.59628917,0.6397081,2.9847288,15044.54885,42
0.57,0.20565,0.14255,0.1218,0.2676,22.94999203,0.6445203,1.8246245,15048.35559,41
0.57,0.2534,0.2342,0.1164,0.1544,108.9286502,0.9022131,2.4335058,15040.17765,52
0.57,0.1852,0.1336,0.09795,0.1587,102.6073203,0.7921656,4.3563023,15053.106,43
0.57,0.1633,0.13195,0.118,0.1835,64.20029793,0.7923601,1.3074925,15052.2927,45
0.57,0.2193,0.2145,0.1642,0.1826,52.21277564,0.953664,2.1504998,15049.83479,49
0.57,0.184,0.1402,0.1145,0.2286,34.92082414,0.6906182,2.062556,15054.30625,46
0.57,0.2121,0.1766,0.127,0.205,45.96855814,0.7955975,2.7784061,15049.59914,44
0.57,0.2423,0.209,0.1346,0.1904,54.94106705,0.8602904,2.7805858,15049.01537,45
0.57,0.1301,0.0961,0.0811,0.1378,156.0050511,0.75758874,2.2021677,15046.73353,43
0.57,0.2102,0.1995,0.1316,0.1548,100.1442071,0.9345188,2.327987,15050.17911,39
0.57,0.2677,0.2649,0.1604,0.1895,48.97540649,0.9359595,0.0,15046.26491,35
0.57,0.2903,0.2458,0.144,0.2519,25.79872555,0.78320277,3.7739296,14993.24948,47
0.57,0.2142,0.1552,0.0913,0.219,39.43732571,0.6587387,4.817431,14993.69519,50
0.57,0.2488,0.162,0.0885,0.2814,20.34579393,0.5649527,2.9298325,15011.80708,45
0.57,0.2165,0.1831,0.1144,0.1728,77.33233754,0.83590895,1.67988,15011.58526,45
0.57,0.1495,0.0813,0.0824,0.2464,28.52682936,0.49954227,1.8673217,14907.65072,57
0.57,0.25505,0.1779,0.1382,0.2907,18.28764555,0.6745626,1.1831274,15013.69827,84
0.57,0.23545,0.1662,0.1142,0.25885,25.16168529,0.6596871,1.4120001,15015.92426,92
0.57,0.24715,0.17535,0.1317,0.20965,42.73502333,0.79753244,3.0827692,15020.67929,78
0.57,0.18085,0.12515,0.10605,0.1885,60.42714858,0.73712736,0.52677596,15020.661,77
0.57,0.2436,0.19855,0.1157,0.1761,72.85602845,0.83878285,1.5640572,15018.23294,86
0.57,0.18895,0.13095,0.073,0.14675,121.1451155,0.7344256,1.7238082,15018.19138,86
0.57,0.22225,0.1546,0.09535,0.20165,49.78506982,0.701614,1.3051723,15021.9341,74
0.57,0.2702,0.21555,0.1432,0.2136,39.27853505,0.8359548,2.8367047,14991.62806,52
0.57,0.2714,0.244,0.1534,0.2302,31.42717273,0.83804303,5.691446,14999.28505,48
0.57,0.2982,0.2448,0.1482,0.2214,35.24452882,0.84298587,2.2790005,14984.69714,50
0.57,0.2804,0.2584,0.1681,0.225,31.38475047,0.8822921,2.819172,14979.82685,47
0.57,0.2524,0.2249,0.1538,0.203,42.83859153,0.8850199,1.9926869,15002.47896,49
0.57,0.3323,0.2868,0.1382,0.219,37.39682361,0.84025306,3.820209,14976.6471,68
0.57,0.2771,0.237,0.155,0.2004,43.98086911,0.8962049,2.5103204,14983.64673,59
0.57,0.2699,0.2025,0.1306,0.2238,36.0142309,0.78137463,2.807359,14968.89132,62
0.57,0.2825,0.2553,0.1606,0.2078,39.1892511,0.8980782,1.4008173,14968.68124,61
0.57,0.3199,0.3096,0.1706,0.2242,31.3028254,0.89958787,1.0091583,14982.54521,55
0.57,0.2708,0.2339,0.1672,0.2234,32.03547088,0.87710476,0.97127897,14973.89908,76
0.57,0.0922,0.0568,0.0971,0.1484,127.8287068,0.75,1.387896,14967.57768,72
0.57,0.2229,0.1683,0.127,0.2352,31.82276887,0.73184633,1.6823713,14967.51779,73
0.82,0.1764,0.1044,0.0781,0.2056,46.1276571,0.5887097,1.0248495,15040.41611,63
0.82,0.1799,0.0984,0.0921,0.28165,20.32886597,0.50124985,2.4811997,15041.92965,51
0.82,0.2583,0.1824,0.1127,0.2577,25.47992813,0.6705294,2.0819066,15041.91896,51
