OC,B11,B12,B2,B3,B4,B8,bai,bsi,evi,lai,nbr,ndmi,ndvi,ndwi,savi,slope,LST_Day_1km,elevation
0.28,0.2416,0.1658,0.0893,0.1128,0.1172,0.2568,25.6238915,0.669664,0.2704902,0.477384479,0.21533363,0.03049757,0.37326202,0.38961038,0.239588091,2.5068388,14994.64453,50
0.28,0.32625,0.311,0.1457,0.1644,0.1769,0.2406,25.95382134,0.8845177,0.131693203,0.209229795,-0.12762868,-0.15109815,0.15257487,0.18814817,0.104141698,3.7600248,14989.08421,48
0.28,0.2267,0.1597,0.117,0.1264,0.118,0.225,36.29896078,0.7218612,0.253434374,0.376948372,0.16974263,-0.003763558,0.31195334,0.28059193,0.190391448,1.4703636,14998.38926,52
0.28,0.2713,0.2194,0.1198,0.1298,0.129,0.1874,58.57627148,0.8564405,0.137360072,0.211206738,-0.078662746,-0.1829082,0.18457651,0.18158887,0.107300353,1.7212541,14976.87421,67
0.28,0.23635,0.16935,0.0933,0.112,0.1143,0.24065,30.45167899,0.69182926,0.2574998,0.439996442,0.17390244,0.009014672,0.35596564,0.36480927,0.221679632,2.2367136,14952.9555,56
0.7,0.305,0.2505,0.1136,0.1338,0.147,0.2898,18.17618865,0.7357024,0.270495511,0.460965706,0.07273736,-0.02555484,0.32692307,0.36827195,0.22865071,0.9834144,15044.34063,50
0.7,0.2736,0.2552,0.126,0.1478,0.1572,0.2367,28.98993665,0.83838177,0.160944223,0.266843881,-0.03760927,-0.07231043,0.20182788,0.23120937,0.133404193,3.589775,15033.87267,44
0.7,0.19435,0.1228,0.0676,0.0881,0.0955,0.2345,32.81862566,0.61097115,0.267204927,0.495958599,0.31262246,0.09362248,0.42121214,0.45381278,0.251204828,1.2781371,14967.31739,54
0.7,0.2392,0.1406,0.0852,0.1092,0.0956,0.291,18.73348037,0.54726595,0.398580288,0.660337399,0.34847084,0.097699,0.50543195,0.45427287,0.330588774,3.5244286,14923.36131,53
0.7,0.1752,0.1134,0.089,0.1002,0.0982,0.2299,34.63893142,0.6163705,0.285906569,0.470793997,0.33935335,0.13502839,0.40140203,0.39291126,0.238558147,3.4475627,14983.74352,48
0.7,0.25275,0.1827,0.1353,0.1471,0.1486,0.2291,32.30311066,0.80451673,0.181970264,0.274323278,0.112676084,-0.049081676,0.21313213,0.21796916,0.137575493,2.303903,14985.8122,48
0.7,0.2004,0.1339,0.1272,0.1312,0.1182,0.2416,30.02119284,0.67137146,0.309490416,0.427726801,0.28681758,0.093212694,0.34296834,0.29613736,0.215282641,1.2820731,14993.36943,65
0.7,0.2096,0.1394,0.0945,0.108,0.101,0.2356,32.42925107,0.6410667,0.297038415,0.477153409,0.2565333,0.058400705,0.39988115,0.37136203,0.241333955,0.98533225,14963.34417,62
0.7,0.2244,0.1283,0.1112,0.1194,0.1019,0.2448,29.27858975,0.6169928,0.349491306,0.501612709,0.31224874,0.043478265,0.41217193,0.3443163,0.253159334,5.4187374,14976.57897,73
0.7,0.2581,0.1835,0.1192,0.1348,0.1118,0.2398,30.8002374,0.69761395,0.314774749,0.44718426,0.1330026,-0.036754362,0.36405006,0.28029898,0.225457971,1.6583774,14993.48362,62
0.7,0.1748,0.1229,0.107,0.1182,0.10625,0.24185,30.20373657,0.6282385,0.314807073,0.475342311,0.3261138,0.16092646,0.38954324,0.34342453,0.239830208,5.243944,14942.43898,67
0.7,0.1748,0.112,0.0745,0.0918,0.0788,0.2431,29.43336285,0.53731346,0.354966953,0.590950797,0.36919177,0.16343625,0.510407,0.45177665,0.299854,3.2899587,14974.69557,48
0.95,0.1887,0.1733,0.0914,0.11,0.1166,0.1806,67.47674496,0.81915796,0.133924839,0.235988596,0.020627309,-0.021933395,0.2153432,0.24294564,0.120421481,2.8195763,15054.35985,44
0.95,0.0347,0.0197,0.0727,0.0774,0.0626,0.0683,681.3614086,0.9352273,0.015857118,0.025306907,0.55227274,0.32621363,0.043544687,-0.06245709,0.013552068,2.7750564,15053.03353,39
0.95,0.24425,0.22705,0.1433,0.1614,0.1682,0.2324,29.09260159,0.8602677,0.137549808,0.214157843,0.011644344,-0.024861008,0.1602596,0.18029454,0.106928712,2.0738602,15036.17346,46
0.95,0.1552,0.0906,0.0625,0.0996,0.0987,0.228,35.42871755,0.594162,0.239187534,0.462854846,0.43126178,0.1899791,0.39577594,0.39194137,0.234607472,2.1707687,14885.98292,68
0.95,0.25835,0.18485,0.0899,0.1064,0.10315,0.2399,30.8890518,0.6780459,0.28861169,0.481730653,0.12960562,-0.037029646,0.3986299,0.3855039,0.243312955,2.2319818,15011.16633,95
0.95,0.2402,0.1805,0.1044,0.1206,0.1284,0.2246,35.84265285,0.76252776,0.198432355,0.335633187,0.10886201,-0.033562813,0.27252126,0.30127463,0.169167651,4.186056,14994.83981,48
0.95,0.282,0.2637,0.1212,0.1362,0.134,0.1978,49.64050594,0.8617552,0.145955327,0.227238011,-0.14279526,-0.17548981,0.19228448,0.18443114,0.115051681,2.148698,14972.9171,59
0.35,0.1349,0.0709,0.0638,0.0835,0.0722,0.2837,19.67941245,0.4035533,0.426962189,0.735846685,0.6001128,0.3554706,0.594268,0.54520696,0.370662446,1.147328,15027.44907,90
0.35,0.24365,0.19325,0.09985,0.1133,0.10835,0.2426,29.92893646,0.6919812,0.293423364,0.469313953,0.11322702,-0.002159404,0.3825331,0.3633043,0.236647265,2.5884652,15029.69073,67
0.35,0.2672,0.2006,0.09335,0.11195,0.1249,0.21665,39.74684343,0.78010786,0.181191614,0.323681427,0.038466137,-0.10447453,0.2686283,0.31862444,0.163537514,1.6370475,15030.88074,61
0.35,0.3245,0.2408,0.108,0.1259,0.1475,0.24495,27.42524863,0.7993824,0.1845714,0.32753413,0.008543496,-0.1396962,0.2483119,0.32101926,0.163790695,2.9022229,15030.97284,59
0.35,0.2678,0.2056,0.1004,0.1106,0.1142,0.1922,56.56594452,0.8039216,0.173425828,0.284939422,-0.03368524,-0.16434781,0.2545692,0.26948482,0.145089287,1.377604,15037.10615,55
0.35,0.2777,0.22215,0.09575,0.1108,0.1202,0.20065,49.52833089,0.8097209,0.167085512,0.289663252,-0.050851446,-0.16107452,0.25074023,0.28848934,0.147012253,1.7727047,15024.13245,67
0.35,0.2764,0.2159,0.0946,0.1164,0.1376,0.2338,31.62535515,0.78607965,0.178161322,0.329781658,0.03980429,-0.08349668,0.2590199,0.335237,0.165595575,1.1950842,15036.0385,56
0.35,0.3116,0.2257,0.0992,0.1164,0.12975,0.2265,34.9560956,0.78604597,0.19181207,0.336497497,0.001769126,-0.15814903,0.27157897,0.32108486,0.169489061,2.135595,15036.61394,48
0.35,0.2452,0.16945,0.0921,0.1117,0.1174,0.22425,36.65578477,0.72860044,0.215788851,0.376915439,0.13919228,-0.044626668,0.31274697,0.3350201,0.190429523,2.932999,15036.62444,48
0.35,0.1521,0.0768,0.0971,0.1292,0.1346,0.2972,17.40310904,0.5652406,0.295303467,0.527233185,0.5893048,0.32294682,0.37656322,0.39399624,0.261751444,1.9895475,15040.98178,59
0.35,0.247,0.2055,0.0942,0.108,0.115,0.1882,60.02314752,0.81407166,0.156183311,0.268271456,-0.043942112,-0.13511029,0.24142478,0.27076298,0.136703178,0.8599638,15041.20911,51
0.35,0.2556,0.2129,0.0833,0.0987,0.1116,0.1918,57.12392637,0.8018285,0.162131573,0.293866323,-0.052137386,-0.14260171,0.2643375,0.32048193,0.149738615,1.495391,15043.83737,52
0.35,0.2042,0.16385,0.10625,0.1179,0.1205,0.1901,57.64931543,0.8033621,0.155882557,0.253179976,0.074163035,-0.035759576,0.22408243,0.23441559,0.128793488,1.2533541,15052.9005,47
0.35,0.2401,0.2383,0.1076,0.1296,0.1454,0.1924,51.04405895,0.89087534,0.093417061,0.166418054,-0.106570706,-0.11028903,0.13913555,0.19503103,0.084148946,1.1877114,15048.67558,44
0.35,0.2293,0.2037,0.1114,0.1346,0.1426,0.2144,38.98009675,0.8282708,0.145402986,0.249541189,0.025591934,-0.03358128,0.20112044,0.22865328,0.125670935,2.6664135,15049.31849,42
0.35,0.2333,0.2016,0.0993,0.1202,0.1268,0.2048,46.11423359,0.8080709,0.159724767,0.27786922,0.007874003,-0.06505366,0.23522314,0.26030767,0.140692631,0.95833904,15051.20466,39
0.35,0.305,0.2642,0.103,0.1246,0.143,0.2268,33.70267101,0.82932794,0.159643347,0.287709581,-0.07617109,-0.14704779,0.22660895,0.29083663,0.14451596,0.9906308,14908.19539,62
0.35,0.3209,0.3038,0.1144,0.1394,0.1444,0.2286,32.89763866,0.84184825,0.170169755,0.288207741,-0.14124717,-0.16797088,0.22573726,0.24239127,0.144673531,2.564591,14933.79161,51
0.35,0.2883,0.2172,0.0799,0.0973,0.1009,0.252,27.12613893,0.6779625,0.300242414,0.527225195,0.074168816,-0.0671849,0.42816663,0.4428858,0.265740417,1.802036,14922.18109,54
0.35,0.2531,0.185,0.09,0.1088,0.1118,0.2276,35.42456619,0.7193408,0.236635598,0.409384775,0.10324768,-0.05304767,0.3411903,0.353151,0.206933514,1.1899182,15014.37848,89
0.35,0.3037,0.2417,0.1094,0.1395,0.1579,0.2715,20.79665453,0.77864385,0.203089212,0.369143839,0.058067027,-0.055980545,0.26455516,0.32116786,0.183344071,0.6550037,15013.80338,87
0.35,0.23685,0.16935,0.08085,0.10535,0.09045,0.2753,21.53070808,0.5842798,0.381409267,0.637091978,0.2382773,0.07507567,0.5053999,0.44647312,0.320271443,4.113824,15019.91645,89
0.35,0.27815,0.24515,0.09325,0.1162,0.1274,0.21795,38.91207639,0.8044699,0.176445384,0.318268733,-0.05873461,-0.12134649,0.2621978,0.30450398,0.160673104,1.0436825,15018.1531,104
0.35,0.25415,0.21315,0.1252,0.1537,0.1615,0.2153,35.84185852,0.87443113,0.108006076,0.183492036,0.005018087,-0.08275644,0.14278129,0.16693768,0.092039211,3.745136,14979.96851,47
0.35,0.2217,0.14475,0.1212,0.1262,0.1264,0.2448,28.69605127,0.6960595,0.270517304,0.40596212,0.2568348,0.04951769,0.31896555,0.31967652,0.203856763,5.1236415,14982.06761,52
0.35,0.2335,0.1958,0.1212,0.1304,0.134,0.1846,59.94787245,0.86698216,0.11717301,0.182596023,-0.02944272,-0.11695769,0.15881981,0.17206347,0.092719263,2.3694396,14983.11745,52
0.35,0.26165,0.22795,0.1313,0.1525,0.1669,0.2239,31.90930517,0.8738519,0.114868432,0.191873875,-0.008963155,-0.07774687,0.14585468,0.18969181,0.095981159,1.0892158,14983.0181,48
0.35,0.2587,0.2218,0.1222,0.1358,0.127,0.2278,34.61903931,0.7758007,0.234789874,0.351072751,0.013345189,-0.06351493,0.2841037,0.2530253,0.176883469,1.8473719,14972.75067,61
0.35,0.2441,0.1777,0.1112,0.1252,0.1176,0.217,40.06609661,0.74816316,0.228274824,0.353062214,0.09956928,-0.058772527,0.2970711,0.26826414,0.17864844,1.7593793,14976.40296,85
0.35,0.2673,0.1888,0.103,0.1188,0.1112,0.2334,33.12025892,0.7105637,0.270809339,0.429826577,0.105637126,-0.06770523,0.35461405,0.3253833,0.21702582,1.6723166,14980.80847,65
0.35,0.22705,0.16495,0.1134,0.1258,0.121,0.2258,35.80297794,0.7317978,0.237900646,0.367836999,0.15572615,-0.002760326,0.30219147,0.28441408,0.185640047,2.488333,14951.9865,60
0.35,0.2202,0.1407,0.1005,0.1134,0.1083,0.22875,35.03184741,0.6739748,0.267714274,0.426803893,0.23832726,0.019044444,0.35736537,0.33713287,0.215847328,2.5244634,14942.56013,66
0.59,0.2819,0.25205,0.098,0.1132,0.1243,0.18985,57.30162093,0.8516633,0.136488563,0.237599456,-0.14075585,-0.1951245,0.20865828,0.25292856,0.120770127,2.4516811,15030.47739,62
0.59,0.2331,0.1616,0.057,0.0831,0.0861,0.2316,33.73845278,0.6299593,0.275422136,0.525525623,0.17802647,-0.00322788,0.45797923,0.471878,0.266907187,1.480248,15032.72176,174
0.59,0.2602,0.2066,0.0978,0.1242,0.1412,0.2413,28.92921592,0.7765126,0.184686335,0.33957973,0.077472664,-0.037686925,0.26169932,0.32038304,0.170141634,1.2094672,15044.60633,46
0.59,0.17095,0.09295,0.08025,0.1045,0.1065,0.2643,23.93447579,0.5582925,0.303129248,0.541259354,0.47963607,0.21447444,0.42556632,0.43329716,0.271819002,1.1903892,15046.82394,43
0.59,0.1397,0.1217,0.0825,0.0899,0.0954,0.1074,440.9326557,0.9476211,0.028273885,0.04895806,-0.062418144,-0.1307163,0.05917161,0.0886974,0.025611843,3.1090047,15053.05747,41
0.59,0.2738,0.2659,0.1244,0.1506,0.1608,0.2294,30.87086967,0.86149806,0.135981604,0.231050827,-0.0736927,-0.08823528,0.17580728,0.2073684,0.115592001,2.631095,15051.03543,42
0.59,0.2328,0.183,0.1078,0.1272,0.134,0.1904,55.06558998,0.8489556,0.11889704,0.202355417,0.019817906,-0.10018904,0.17385943,0.19899243,0.102620088,3.3026218,15054.33124,41
0.59,0.1887,0.1412,0.0872,0.1096,0.116,0.1622,93.45060165,0.84772575,0.095914317,0.173718173,0.06921555,-0.07552009,0.1660676,0.19352466,0.089051671,1.0770093,15050.23608,39
0.59,0.1679,0.14,0.0835,0.0994,0.11,0.1724,78.53140324,0.8002561,0.129337143,0.233612577,0.10371318,0.013223631,0.22096317,0.26857984,0.119631899,1.3207437,15051.70409,40
0.59,0.2129,0.1313,0.0682,0.0896,0.0938,0.2438,29.56753365,0.60010666,0.289552926,0.531225523,0.29992002,0.067659296,0.44431278,0.46250752,0.268624639,1.7652946,14991.17938,46
0.59,0.2444,0.208,0.0934,0.1114,0.113,0.2071,45.85597047,0.7733076,0.198590257,0.33906366,-0.002168153,-0.08261349,0.29397064,0.30047098,0.172113167,3.6405866,14979.16131,46
0.59,0.176,0.1175,0.0746,0.0901,0.098,0.1965,53.65886112,0.6863057,0.201020427,0.364203394,0.25159237,0.05503357,0.3344652,0.37124914,0.185966027,1.0498173,14996.73617,47
0.59,0.3155,0.2941,0.135,0.1456,0.1532,0.2144,37.49587823,0.879646,0.136473096,0.210556842,-0.1567355,-0.19079071,0.1664853,0.19111107,0.105809117,2.2891915,14974.91857,61
0.59,0.2665,0.2269,0.137,0.1404,0.1334,0.2064,44.34880556,0.83152544,0.186357636,0.257974263,-0.047311306,-0.12708816,0.21483229,0.19031142,0.130388212,2.1753843,14984.1551,57
0.59,0.2368,0.1904,0.1246,0.1368,0.1324,0.2126,41.09051232,0.8009926,0.186946352,0.281985959,0.05508682,-0.053849593,0.23246373,0.2169433,0.14236684,1.5420111,14978.66838,70
0.59,0.2452,0.1912,0.0883,0.1042,0.1044,0.2522,27.05612855,0.6666667,0.303777698,0.51387701,0.1375733,0.014073209,0.41447,0.41526377,0.258813923,1.4553041,14952.8063,63
0.59,0.2312,0.18415,0.1078,0.1236,0.1247,0.20705,44.97658472,0.78949386,0.179529087,0.293322448,0.058537833,-0.055105533,0.24822907,0.25238168,0.148512161,2.040536,14942.62148,64
0.59,0.22565,0.1707,0.0796,0.107,0.10945,0.23575,32.28163366,0.68926066,0.243737711,0.443988947,0.1600443,0.021889916,0.3658749,0.37563822,0.224148143,0.98565584,14932.79608,62
0.21,0.14625,0.12215,0.08825,0.10465,0.11195,0.149,124.010962,0.86335975,0.079930101,0.141856081,0.09902271,0.009314172,0.14198123,0.17484725,0.07303371,2.7501755,15046.98742,39
0.21,0.2464,0.1984,0.0885,0.1024,0.1116,0.1532,113.3684017,0.8816837,0.089728667,0.158630707,-0.1285552,-0.23323323,0.15709971,0.19874805,0.081589966,1.9467411,15041.2096,49
0.21,0.2266,0.1578,0.0626,0.0846,0.0885,0.2098,44.30210381,0.6700218,0.238535367,0.446771265,0.14145811,-0.038496792,0.4066376,0.42527175,0.227921841,1.962337,14922.77272,56
0.21,0.2683,0.2513,0.14,0.1478,0.1566,0.2078,39.92270948,0.88847744,0.116639336,0.176689822,-0.09475061,-0.12707414,0.14050494,0.16872892,0.08884776,1.8010442,14982.39653,50
0.21,0.2818,0.2093,0.1242,0.1378,0.1422,0.2394,29.44190005,0.7833742,0.209284322,0.330020294,0.06708269,-0.08135074,0.254717,0.26935315,0.165381137,2.8788717,14976.34051,87
0.84,0.1697,0.0999,0.0944,0.116,0.1184,0.2554,25.96072816,0.61441034,0.272300852,0.468581968,0.4376583,0.20159964,0.36650616,0.3753366,0.235179678,3.0402558,15042.45238,51
0.84,0.14725,0.07785,0.08135,0.1029,0.1023,0.2674,23.24497608,0.5217958,0.324725115,0.566889794,0.54902244,0.28976247,0.4465783,0.4442344,0.284753352,2.97979,15046.60133,43
0.84,0.196,0.1187,0.081,0.1162,0.0883,0.3086,16.14495475,0.48443714,0.447436862,0.737390542,0.44441846,0.22314708,0.5550517,0.45291904,0.36843574,3.4215674,15041.74007,55
0.84,0.14765,0.07895,0.0899,0.1055,0.08015,0.2726,21.93329714,0.45256722,0.445795684,0.671602684,0.5508462,0.297323,0.5455705,0.44194657,0.338522419,1.3345547,15042.16035,52
0.84,0.15235,0.0782,0.06985,0.0859,0.0768,0.2477,27.95675381,0.47560602,0.360662648,0.613104811,0.5200982,0.23834524,0.5266564,0.485012,0.310915707,1.8788384,15042.92798,49
0.84,0.1804,0.1424,0.0982,0.108,0.1056,0.1666,87.75839837,0.802589,0.143367502,0.230807378,0.07831717,-0.039769437,0.22409993,0.2134013,0.118492627,2.513381,15051.0582,41
0.84,0.2262,0.1822,0.104,0.1138,0.1276,0.1992,49.65637498,0.8122706,0.151080364,0.256280983,0.04457264,-0.06346966,0.21909426,0.27284348,0.129898412,0.30134112,15051.07795,43
0.84,0.2,0.1567,0.096,0.1108,0.1176,0.1725,77.12472893,0.8332321,0.118513077,0.203909447,0.04799514,-0.073825516,0.18924507,0.21779034,0.104227309,1.7637215,15054.65844,40
0.84,0.2479,0.2378,0.134,0.1574,0.165,0.2118,36.67270181,0.8959075,0.097760669,0.159617605,-0.0578292,-0.07852948,0.124203786,0.1473456,0.080063847,1.8339198,15054.48925,44
0.84,0.23,0.1707,0.12,0.1372,0.1274,0.2691,22.48526276,0.67780805,0.3125276,0.474475381,0.22373809,0.07834102,0.35737708,0.324637,0.237088701,2.4044206,15034.47139,40
1.18,0.2316,0.2071,0.088,0.111,0.1146,0.2164,40.52829559,0.7596222,0.20458198,0.362869341,0.021959843,-0.03392858,0.30755284,0.32193035,0.183754503,1.1838666,15049.3986,40
1.18,0.2325,0.2011,0.133,0.1432,0.1476,0.189,52.89113971,0.8938734,0.096091361,0.146761908,-0.031017717,-0.103202865,0.122994654,0.13786876,0.074229024,2.445531,14983.14423,51
0.42,0.1326,0.0631,0.0749,0.0918,0.068,0.2754,21.08763028,0.3872969,0.462265422,0.730361321,0.6271787,0.35000002,0.6039604,0.50000006,0.36886413,3.458983,15029.34775,82
0.42,0.1334,0.0674,0.05695,0.07485,0.05645,0.2846,19.10520468,0.3518466,0.476832392,0.805274551,0.61704546,0.3617225,0.6689635,0.58353037,0.406902077,2.9064088,15026.34163,90
0.42,0.13705,0.06895,0.0583,0.07245,0.0576,0.2722,21.35538569,0.3709512,0.454449181,0.765853986,0.595779,0.33023822,0.6506974,0.57957345,0.387924788,2.2693152,15026.09865,90
0.42,0.1331,0.0647,0.05435,0.07315,0.05815,0.2969,17.27920456,0.33974004,0.482060293,0.831333918,0.64214605,0.38093022,0.6724405,0.604648,0.418835159,1.8216783,15026.33014,88
0.42,0.1231,0.06,0.0547,0.06945,0.05045,0.2953,17.29466607,0.31086406,0.515365188,0.860274159,0.66225725,0.4115679,0.70817065,0.6191912,0.43425954,1.0599506,15026.36011,89
0.42,0.1496,0.07775,0.0555,0.0724,0.05985,0.2495,26.6508361,0.42047364,0.39763913,0.690747188,0.52482814,0.25031322,0.61305964,0.55017084,0.35148577,3.190998,15026.15978,92
0.42,0.1423,0.0709,0.0481,0.0678,0.043,0.3382,12.40014144,0.27841604,0.597353183,1.002660159,0.65338546,0.40770033,0.77439666,0.66600984,0.502496596,1.7267822,15024.92474,86
0.42,0.26915,0.20355,0.09595,0.1169,0.1199,0.2162,40.33160927,0.7705777,0.197989247,0.341548249,0.030136982,-0.10909652,0.28652185,0.29810867,0.1727664,1.6986187,15025.28372,70
0.42,0.21435,0.165,0.0866,0.0986,0.09035,0.2021,49.29622077,0.69558704,0.255206883,0.414062647,0.10106234,-0.029415311,0.3821166,0.34419686,0.211527527,0.739472,15029.70159,63
0.42,0.2452,0.17755,0.0946,0.1096,0.1025,0.2336,33.174965,0.6811383,0.287727166,0.464973847,0.13632494,-0.02422721,0.39006248,0.3613054,0.235199149,0.8507197,15029.79549,64
0.42,0.27605,0.1988,0.08615,0.10125,0.1202,0.192,56.07883191,0.8162743,0.141664858,0.260763303,-0.017400194,-0.17957483,0.22998078,0.3094629,0.132602809,1.7562175,15031.09665,60
0.42,0.2319,0.1944,0.0983,0.1112,0.1082,0.2088,45.02743799,0.75049603,0.224403315,0.363607207,0.0357143,-0.052416615,0.31735018,0.305,0.18470013,0.8102399,15037.28851,54
0.42,0.25345,0.1893,0.09125,0.1112,0.10565,0.2716,22.31819747,0.6399436,0.339748201,0.565754651,0.1785637,0.03456814,0.439894,0.4190178,0.283756066,1.1873031,15026.58466,69
0.42,0.25145,0.1617,0.0866,0.1083,0.0931,0.3243,14.30572281,0.52427983,0.468623313,0.75947121,0.3345679,0.12653059,0.5539051,0.4993065,0.378024849,2.2680438,15029.38806,64
0.42,0.273,0.2141,0.0977,0.1173,0.1238,0.2324,33.01615797,0.7567749,0.218519854,0.377730044,0.040985435,-0.08033241,0.30488488,0.32913926,0.190259281,1.3920524,15029.3977,64
0.42,0.203,0.1375,0.0872,0.1158,0.141,0.253,25.68713285,0.71318823,0.193771606,0.375896068,0.2957746,0.10964912,0.28426394,0.37201732,0.187919445,1.3596535,15039.74441,71
0.42,0.1494,0.0756,0.063,0.0863,0.0756,0.3088,16.00081771,0.39334026,0.45197305,0.789702023,0.60665977,0.34788305,0.60665977,0.56314856,0.395522407,1.3809457,15039.48863,70
0.42,0.1602,0.0766,0.0659,0.0855,0.0838,0.3156,15.24534241,0.408975,0.437639236,0.774093049,0.609383,0.32660782,0.58037055,0.5736724,0.386591064,1.3802937,15041.93402,66
0.42,0.1475,0.074,0.072,0.089,0.088,0.2668,23.30446372,0.47535214,0.356232041,0.622736197,0.56572765,0.28795558,0.5039459,0.4997189,0.313757586,2.3636975,15042.40646,48
0.42,0.2355,0.2139,0.0996,0.1188,0.1108,0.2102,44.09816798,0.7656213,0.220301422,0.357839997,-0.008724364,-0.056764632,0.30965734,0.27781156,0.181607794,1.6547189,15049.02239,45
0.42,0.2352,0.2303,0.0983,0.1196,0.1398,0.19,54.10072936,0.8805615,0.097170071,0.179151314,-0.09588388,-0.10630293,0.15221347,0.22739018,0.090744759,3.2973452,15052.91214,44
0.42,0.263,0.2042,0.0926,0.1216,0.1472,0.2668,22.2251487,0.74607223,0.205427661,0.394091751,0.13290869,0.00717247,0.28888884,0.37384138,0.196280062,1.9038795,14992.24465,50
0.42,0.2569,0.1747,0.0781,0.105,0.114,0.2565,25.76771542,0.6695269,0.262963661,0.488918936,0.18970315,-7.79E-04,0.3846154,0.41908717,0.245548543,3.867365,14993.64779,48
0.42,0.2408,0.196,0.0874,0.1009,0.1126,0.1694,82.45979959,0.8445539,0.119377904,0.212735432,-0.0727969,-0.1740614,0.20141846,0.25342214,0.108951421,3.0693789,14973.42966,54
0.42,0.1757,0.1049,0.06595,0.0864,0.07815,0.224,36.53178231,0.5565521,0.304291608,0.53509642,0.36211616,0.12084066,0.4827073,0.44329897,0.27273579,1.5731345,14967.88778,55
0.42,0.3283,0.2735,0.1072,0.1418,0.1592,0.2272,31.78591022,0.8641901,0.123331404,0.229843062,-0.09247053,-0.1819982,0.17598344,0.23143631,0.115072209,0.8245762,14895.7526,66
0.42,0.2707,0.20365,0.08795,0.1101,0.1084,0.2493,27.85123449,0.6889281,0.284055396,0.489369493,0.100783765,-0.041153856,0.3939055,0.38731217,0.246414831,2.4074047,15022.38076,73
0.42,0.2947,0.2757,0.1356,0.153,0.1582,0.221,34.12009755,0.8735655,0.136142921,0.213704307,-0.11012684,-0.14291254,0.16561183,0.18181819,0.107142866,0.9669878,14976.40009,57
0.42,0.2508,0.1626,0.0857,0.1116,0.1066,0.2474,28.43953391,0.65658534,0.282901339,0.490765314,0.20682928,-0.006824594,0.3977401,0.37827298,0.24730679,3.9784331,14966.75242,78
0.42,0.1888,0.1048,0.1292,0.138,0.118,0.2474,28.21450677,0.6325951,0.327960249,0.44613036,0.4048836,0.13434203,0.35413244,0.28386092,0.224289346,2.5278313,14993.38998,63
0.42,0.1972,0.1309,0.1062,0.1194,0.1164,0.204,47.60780534,0.73842937,0.198028738,0.315548361,0.21827412,0.016949143,0.2734082,0.26159552,0.16016576,3.5143955,14966.05813,65
0.42,0.2562,0.2233,0.1506,0.1588,0.1608,0.212,37.31254369,0.88237995,0.12221905,0.175285399,-0.025959104,-0.09440408,0.13733907,0.14347355,0.087992672,2.7852163,14983.66648,59
0.42,0.2889,0.2364,0.1296,0.1478,0.152,0.2432,27.57385305,0.8098415,0.192697796,0.305746509,0.014178504,-0.08588608,0.23076925,0.24398978,0.152815029,0.1762234,14968.94242,60
0.42,0.2517,0.2069,0.1484,0.1588,0.1576,0.2286,31.50229549,0.836969,0.167263456,0.240028016,0.049827773,-0.048094977,0.18384255,0.1801755,0.120176024,1.7671845,14984.99305,57
0.42,0.2194,0.1579,0.0941,0.1084,0.1013,0.1974,52.96483645,0.7295244,0.218518351,0.353810733,0.111173645,-0.05278311,0.32172748,0.29103988,0.180480785,1.3961757,14978.11739,74
0.42,0.2201,0.1628,0.078,0.10005,0.09985,0.21325,42.57931187,0.69844437,0.230985455,0.411474468,0.13415769,-0.015807094,0.3621846,0.361315,0.209199357,1.4684616,14932.72641,64
0.42,0.2459,0.1722,0.121,0.1264,0.1276,0.203,47.14588636,0.7990405,0.177645828,0.268871657,0.08208955,-0.095566966,0.22807017,0.23254403,0.136166618,3.0464191,14971.96799,59
0.73,0.1507,0.0769,0.066,0.086,0.0774,0.2498,27.37116486,0.47229874,0.353510496,0.616834646,0.5292317,0.24744068,0.52689487,0.48779035,0.312620887,3.9011223,15037.71027,86
0.73,0.1837,0.1017,0.0607,0.0818,0.0745,0.2379,30.96103558,0.5188457,0.33220835,0.593317145,0.40106007,0.12855789,0.5230474,0.48827025,0.301698672,1.7263529,15039.10398,84
0.73,0.1522,0.0788,0.0842,0.1134,0.1322,0.2858,19.22245749,0.5787164,0.265284985,0.504287495,0.5677455,0.30502287,0.36746413,0.43186375,0.250980401,2.2861202,15041.50892,55
0.73,0.1337,0.0683,0.0852,0.1104,0.0852,0.2275,35.36656632,0.5189317,0.323497336,0.516546035,0.5382015,0.25968993,0.4550688,0.34655225,0.262643059,1.2190433,15041.81475,54
0.73,0.2061,0.1374,0.086,0.1068,0.1123,0.22265,37.58506259,0.69351476,0.220444297,0.391821303,0.23677269,0.038600594,0.32945216,0.35164672,0.198245412,1.8877074,15040.60368,58
0.73,0.2333,0.193,0.0939,0.1104,0.1106,0.1782,71.00456474,0.8178879,0.148564908,0.25141531,-0.03987068,-0.13390034,0.23407203,0.23492725,0.128549703,1.8444659,15050.98249,43
0.73,0.2324,0.2156,0.0959,0.1212,0.1338,0.1824,62.01857788,0.87788945,0.09597536,0.175799651,-0.08341707,-0.12054001,0.1537002,0.20158103,0.089316349,2.695355,15052.27451,44
0.73,0.1892,0.1526,0.1009,0.1166,0.1162,0.1677,84.30474587,0.83921325,0.116184618,0.192506431,0.047143266,-0.060240984,0.18140188,0.1797397,0.09854572,2.5791416,15047.30178,40
